ID	LAT	LNG	ALT
1	47.413038588271554	8.18231014666082	384
2	46.18130958221999	8.74267363111548	229
3	46.24149838260625	7.326803471753136	759
4	46.379188004861476	8.077145729975996	1309
5	47.59448758089139	8.763244764787675	374
6	47.69826351279989	8.51270343115958	449
7	47.594525534452806	8.759921428058783	374
8	47.59448758089139	8.763244764787675	374
9	47.41079021550216	8.182265513843694	369
10	46.286988301498155	7.552771964244912	529
11	46.30685305228922	7.625920170967335	649
12	46.31850819834923	7.643474771271692	918
13	46.324275709561796	7.771354854801587	1174
14	46.2482451056255	7.3267894967383675	869
15	46.31237536090977	7.609465363872194	564
16	46.308899560973316	7.605754730582872	569
17	46.38403579181368	8.97747289752669	354
18	47.59287588053567	8.766528679388792	371
19	47.242709076899715	8.407776405835198	386
20	46.23464916725461	7.367328114923932	592
21	47.59456340771896	8.756598083355478	379
22	46.38628432382303	8.977536724693215	354
23	47.38350787936735	8.84673745738794	659
24	47.540028662130986	7.99147926088955	310
25	47.55406416549975	8.445081354779738	424
26	46.76386288160846	9.433510230168466	679
27	46.53057902738072	9.861729071269862	1779
28	47.23599138201514	8.404352776058953	388
29	47.598983748891044	8.763357125496972	444
30	47.498130058692254	8.100205195109947	494
31	47.255498372209175	7.780456825877926	415
32	45.88997946801466	8.956951995580802	564
33	46.23550203253306	7.364669441363665	569
34	46.30890894334019	7.5992641965347945	564
35	46.32163275782209	7.7351784421118905	1154
36	47.57833393874096	7.6002383150656945	259
37	46.32533621115375	7.722200594241259	1449
38	46.21006517758545	7.411090550905839	739
39	46.327334022805786	7.721704566978782	1524
40	46.31999016184072	7.73037844816738	1044
41	46.31999016184072	7.73037844816738	1044
